,data_comment,data_relay,data_support,data_text,data_time
17,93,368,373,"#厨房的诱惑#盘子越大越好吃的【大盘鸡】
吃光鸡肉再来一碗裹着汤汁的biangbiang面，滑爽入味就没谁了~
#不正宗家常菜# @鲜城
L八卦兔JadeCw的秒拍视频",8月10日 14:30
18,15,转发,84,天佑中华，四川平安！,8月8日 22:34
19,19,16,23,艾玛，熟悉的的旋律，却shi一样的味道。好生气！干嘛抄袭偶魔道同人曲,8月8日 17:59
20,234,17,853,"自家老公的摄影角度真可怕。我说你帮我拍一下锅里的鸡肉啊！！
请问我是长颈鹿嘛！！是长颈鹿嘛？
今天真的不想发食谱。我也不想说话！",8月8日 13:26
21,42,转发,113,老爸做的卤鸭胗真是堪比某某鸭。我下回要偷师一把,8月7日 17:56
22,29,4,35,图2有点萌,8月6日 20:48
23,4,2,17,我才发现你交了好多作业啊,8月6日 20:46
24,5,转发,17,感谢阿姨的肯定,8月6日 20:41
25,4,25,31,你的小罐纸好萌啊,8月6日 20:38
26,5,转发,14,只是低油啦。偶不虚假宣传哒。,8月6日 20:38
27,7,转发,30,哈哈你家娃也叫豌豆嘛 母亲是一种神奇的物种，遇强则刚，遇肉就胖,8月6日 20:36
28,8,转发,14,备战备荒，广积粮屯香肠,8月6日 20:33
29,18,转发,60,"操心装不满，担心吃不完。
爱你们！！",8月6日 17:59
30,35,转发,56,当初谁说俺会装不满来着！哼,8月6日 17:32
31,19,169,40,人命关天我还是再转一把。能救一个是一个啊,8月5日 20:41
32,17,66,51,馕饼配方可以看这边哈。 虽然发的早，配方依然好(●◡●)（嘚瑟）,8月5日 20:34
33,4,转发,33,看见没？我也是治愈系的。治愈一切不爱吃饭,8月5日 20:21
34,评论,5,18,一点不迟相当好,8月5日 20:17
35,6,转发,15,炸鸡的烤箱版会有不同。拖延症的的我一直没完成,8月5日 20:16
36,26,37,40,今天大家都约好了做小馒头嘛,8月5日 20:14
37,2,转发,11,鲜奶小馒头！完美,8月5日 20:13
38,5,转发,10,俺的最爱之一啊,8月5日 20:13
39,66,80,28,爱吃田螺的请当心！仔细分辨福寿螺！寄生虫hin可怕。另外其实蜗牛类，螺丝类，小龙虾这些如果要吃请一定确保彻底煮熟！,8月4日 18:53
40,3,2,24,居然做了三种呢！,8月4日 15:55
41,29,转发,81,"#电影战狼2#老爸出差回来，一早全家二刷战狼。老妈感叹上一次我们一家三口一起进影院竟然是看泰坦尼克号，一晃20年了。因为喜欢题材不同，难以同步，直到《战狼2》上映。朋友说其实电影也不乏瑕疵，诚然如此，但是这部电影绝对够的“上乘”二字，而且是走心的，而不是走胃的。
所以才会出现 ...展开全文c",8月4日 15:47
42,202,1518,1606,"#不可辜负的美食# 有颜又有料！人人都能包的大！饭！团！
虽然是简简单单的材料，但是用海苔包起来就感觉更加好吃了呢！需要赶紧转存收~
方便携带，可以便当可以野餐，还能治愈宝宝不爱吃饭的饭团做法，
视频戳：L八卦兔JadeCw的秒拍视频
图文做法：图5-6~",8月3日 13:44
43,183,1149,1563,"#厨房的诱惑#人靠衣装饭靠包装，包起来真的更好吃了呢！不信你shishi？
L八卦兔JadeCw的秒拍视频
NA级海苔 10枚10张 寿司材料 海飘寿司海苔 紫...",8月3日 13:37
,data_comment,data_relay,data_support,data_text,data_time
0,11,4,20,"#香烤花蛤#材料：花蛤 900克，香葱50克，红辣椒10克，青椒，香菜，姜丝，蒜片适量，盐，料酒，白糖，生抽少许。
做法：1.把姜切丝，大蒜切片，香葱切段，红椒切丝（喜欢吃辣的可以用小米辣或者其它辣一些的辣椒，我这里换成了红椒丝）。
2.锅中倒少许底油，放入葱姜蒜，煸炒出香味。
3.倒入花蛤，然后 ...展开全文c",今天 14:32
1,53,1,73,新周早餐，菠萝饭，白灼秋葵，红豆汤，李子。 下了两天雨，早晨起来也没那么热了，所以早晨起来特意做了涵爸爱吃的菠萝饭，搭配上热乎乎的红豆汤，吃起来超舒服。假期终于快过完了 今年这个暑假感觉前所未有的累，真希望可以好好休息休息。,今天 09:21
2,76,转发,26,我真的特别不想跟涵爸一起看电视，为什么呢，因为他永远都是絮絮叨叨的问个不停的人，每次问完他就走也根本不看下去，基本他的电视剧都是问我知道的根本不是自己看的。所以他今天无论问我什么，我都不想接他话。刚看他又问我这期都是谁在啊，是赵薇黄晓明吗，这个老太太是谁啊，看起来有点岁数大，你看 ...展开全文c,8月12日 22:14
3,137,11,94,"#喜马拉雅#上百合雨儿的节目《百合雨儿 2017-08-10 22:09》，快来听一听吧!
想说的太多，能表达出来的又太少，但希望能分享给你们所需要的内容。K百合雨儿 2017-08-10 22:09（分享自@喜马拉雅FM）",8月11日 00:46
4,69,转发,65,"明天是跟某人的领证纪念日，想留下一个有一点点意义的纪念。所以打算录一期音频节目，唠唠我们这十多年的婚姻。
刚才试了一下，录了2分钟不是笑场就是不知道从哪里说起。想问问你们有什么想听的内容吗？或者分享婚姻中哪方面的一些感悟。可以留言，明晚我们正式开录",8月9日 23:30
5,8,1,5,恭喜@燄-时光记 1名用户获得【电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,8月8日 21:32
6,53,13,36,推荐一个非常好用的油烟清洁剂，今天很无意的发现天 猫竟然这么便宜。好像满99就减50，所以你们可以任意搭配其它喜欢的，这价格够劲爆。前段我买别人团 购这款清洁剂单瓶就是39.9。现在活 动完真是够便宜的。,8月8日 14:54
7,57,10,172,特别特别感谢@宜家家居IKEA 带着孩子来玩，两个孩子把包丢了，里面有一个苹果手机和ipad，以为肯定丢了。没想到有好心顾客捡到并且归还，还一直打电话联络我。特别特别感谢本想感谢一下捡到物品的好心人，可是联络到他的时候他已经走了。真心感谢,8月8日 13:12
8,9,8,5,今天晚上给你们抽 奖,8月8日 08:26
9,3,1,5,你们喜欢就好,8月8日 08:25
10,109,5,142,早餐，麻酱红糖饼，蔬菜沙拉，红豆薏仁粥，� 一转眼都到立秋节气，今早吃的放了芝麻酱和红糖烙饼，跟红豆薏米粥真是绝搭。新周愉快,8月7日 08:26
11,40,2,94,"#周末食# 烤花蛤，蒜蓉粉丝蒸扇贝，杏鲍菇炒肉，葱爆香辣虾，大拌菜，
烤花蛤的具体做法今天会更新在公众微信号里，其实刚烤出来更漂亮更香。等其它菜做好在拍照已经稍微逊色些了。但味道真的超好涵爸买的虾也非常鲜，要炒红焖的后来一想还是原汁原味最香。",8月5日 16:56
12,37,转发,32,"“吃完饭了，俩人又要吃�️�”L百合雨儿的秒拍视频 (使用#秒拍#录制,免流量看热门短视频!)",8月4日 19:46
13,32,转发,23,"“今天姑姑来了，也有弟弟� 玩完了，弟弟来了句，我也该吃正餐了�”L百合雨儿的秒拍视频 (使用#秒拍#录制,免流量看热门短视频!)",8月4日 18:58
14,111,147,141,"#自制黄桃罐头#用了我说的方法，自制黄桃罐头常温保存至少可保持一年不坏。更详细的的内容可看图️我的公 众微 信账号更多的内容介绍。
你只需要准备黄桃，冰糖和水即可，无论你会不会做饭都可以做好的一样菜谱。还等什么赶紧做起来！",8月3日 09:43
15,5,1,14,我竟然才看到这条，以后你吃辣酱我包圆了,8月2日 23:17
16,18,转发,39,"刚才外面下大暴雨，听说地铁站都被淹了。给涵爸看网上的视频，我说：你看雨竟然下这么大。
他来句，你要在那可完了。
没反应过来，我还傻笑呢。
回过神来问他，“凭啥我要在那，凭啥我就回不来。你盼我点好行吗！那我回不来，你救我吗？”
他：当然救你了，我划条船救你去。
我此时已经不想跟他开玩笑 ...展开全文c",8月2日 22:30
17,37,2,20,"关于公 众 号不能留言，是因为这是刚注册的号，需要发一段时间的文章才可以有留言功能。但其实目前你们在账号里图️直接打字我也能看到的。
另外，我已经归类好了目图️录，但是到页面看竟然没有显示。
你们可以按照图️，画红圈的地方进入，然后点图️，就能看能到目前发的所有菜谱了。
...展开全文c",8月2日 14:16
18,74,195,33,"高颜值的循环小风扇具体介绍在图️
方式是报暗号“百合雨儿”，店 铺链 接我放评论中。
优惠后价格是99，关 注我+转 发，8月8抽 奖送 图️",8月2日 13:18
19,39,转发,43,"今天菜谱已更新，昨天刚弄好公众号，我会陆续更新，写一些你们喜欢的菜谱。
另外，可能因为是新号还没有显示你们留言的功能，但是昨天收到了超多留言，谢谢你们的鼓励与支持超级温暖",8月1日 20:32
20,5,转发,8,要用起来哦,8月1日 18:30
21,109,3,151,早餐，肉夹馍，蒸南瓜，拌秋葵，乌梅凉粥，黄油桃。 肉夹馍除了在做的时候弟弟和姐姐就拿走吃的三个，我们一家竟然一顿早餐吃了10个肉夹馍，当然咱的饼可能比外面的小点，肉稍微少一点，但是当我发现抢到最后一个的时候真是服了，弟弟一个小人吃了三个姐姐吃了三个，我跟他爸只吃到了两 ...展开全文c,8月1日 10:07
22,32,1,30,"#开心一刻#老公你把充电器递给我一下……涵涵你把充电器给爸爸拿过来……弟弟你把充电器拿过来给姐姐
然后绕了一圈终于到我手里了",7月31日 23:16
23,87,1,101,#日常#7月就在这些零碎的小片段中度过,7月31日 13:41
24,17,转发,11,哇看的我都馋了,7月31日 13:06
25,60,转发,56,"#家有熊孩儿#今天晚上带姐弟俩洗澡弟弟在浴室疯玩，最后玩了个邪乎的从马桶上往下滑。姐姐还专门给他讲了危险性（姐姐小时候也这么玩结果磕了后脑勺好大一个包）。我又吓唬了吓唬他，总算老实了。
没想到过了一会姐姐在洗头，我正好洗脸水都没有看弟弟，他又开始滑。“咣”一声，瞬间弟弟捂着脑袋 ...展开全文c",7月30日 23:57
26,5,转发,2,恭喜@青涩LM0N 1名用户获得【小电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月30日 21:47
27,44,3,103,"周末伙食，红烧肉烧豆干，酸菜鱼，拌菜丝，素炒茄丝，杂粮饭。最近弟弟吃的饭是全家最多的，当然我们四口用的都是小碗,我和涵爸不想多吃，结果弟弟碗里的饭就成了最多的。每次他都很认真的吃，经常吃着吃着我们三个就都看着他吃，感觉他吃饭香的不得了。弟弟也总不负众望总是第一个吃完饭并且吃的特别 ...展开全文c",7月30日 17:29
28,66,转发,106,周末������‍♀️,7月29日 19:00
29,13,2,8,恭喜@喻言家 1名用户获得【摩飞果汁机一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 21:03
30,156,12,294,给你们讲个笑话啊，这个暑假我们原本是计划去日本的，因为签证时间的问题还有某人根本不想去的原因作祟，最终也没去成。然后我们改成去上海玩迪士尼，结果因为天气暴热又不去了，我们又改成附近的南戴河。昨天采购完吃的，收拾好衣服，突然想想她俩不就是想玩沙子嘛，干嘛要开300多公里去呢，直接附近 ...展开全文c,7月28日 11:54
31,25,转发,8,尝了吗？可否喜欢,7月27日 19:06
32,8,4,13,刚接到商家通知，图9的电风扇可以开 团了，等我下周回来团 价99,7月27日 17:49
33,92,4,63,"最近有点放飞自我，事实证明一胖毁所有。
无论是明星还是普通人，胖了不仅身体不健康，人还显得又老又难看。
套用薇姐的话说，我不是易胖体质，我是吃的比常人多

这个夏天因为太热，我不仅没瘦又胖回几斤，要开始新一轮的减肥了[加油]今年我减不下去就不活了",7月26日 21:37
34,48,2,93,早餐，肉包子，月饼，紫米荞麦粥，盐鸭蛋，酱黄瓜，泡菜。 吃到了@殿殿and麦田 做的四味月饼，每个味道都好吃，尤其最爱抹茶味,7月26日 09:53
35,203,328,58,"你们等的多士炉团 购来啦，具体介绍在图️
方式是报暗号“百合雨儿”，店 铺我放评论中。
价格是1080，关 注我+转 发，7月30抽 奖送 图️

这款小巧的多士炉更适合平时不常用大烤箱烘焙，并且上班没时间做饭的人群。它不用预热的技术，可以大大减少你们做各种美食的节奏。

本款烤箱不适合烤面 ...展开全文c",7月25日 09:12
36,1,1,1,8月课程马上就要开始啦,7月24日 20:59
37,33,1,101,"最近得了一种严重疾病，名叫“拖延症”，已到了无药可救的地步怎么办
谁来救救我！
天天一登陆微信就是各种留言，我欠的菜谱好像越来越多，还债的路越走越远……（P:目前的微信号已经加满，很抱歉没办法再加了。）
未来一段会很忙碌谁说家庭主妇没工作的",7月24日 18:52
38,59,1,36,差点忘记说了，明天上午十点少量上 架。本来买了上百多个瓶子，还有包装 箱。醋啊，糖啊，盐啊也买了好多，准备好好做一批尽量让你们都买到。结果辣椒，辣椒竟然没有卖的我一周内天天去菜市场，被告知因为太贵所以一直没进货。那就什么时候买到什么时候做也谢谢大家这么喜欢吃,7月24日 16:41
39,79,2,94,新周早餐，烙饼，清炒小油菜，醋泡黑豆，鸡心黄皮果，番茄蛋花汤。 今天番茄蛋花汤做的特别好喝，弟弟一个人就喝两大碗，然后每个人喝汤的时候都会说一句真好喝，每次被他们夸奖还是超级开心的。鸡心黄皮果是第一次吃，上上周正好肠胃不好的时候看到@kiki的DIY美食 发的图一下就被吸引了，酸酸 ...展开全文c,7月24日 09:23
40,204,382,64,果汁机第五 团啦！最近问我的人又很多，所以再开一次。转 发并关注我，7月28号抽 一台送。抽中购 买者，免 单！屏蔽链   接我会发评论中。 也谢谢大家这么信任和喜欢,7月23日 13:19
41,63,1,108,其实我们涵涵小时候还是蛮漂亮的，就是上学后有点胖有点长列巴了，不过今年好像又长回来了,7月22日 13:18
42,35,1,92,图️，她7岁他1岁。图️️，她8岁，他2岁。图️，她9岁，他3岁。图️，她10岁，他4岁。图️️️，她10岁，他4岁。,7月22日 13:12
43,37,3,116,翻看她俩的照片特别感慨，一年一年两个人就这么长大了，在一起的照片还是拍的太少太少。有些照片现在回头来看，拍的是真不怎么样，但是记录本身就是最后意义的。爱你们，等你们俩长大了一起看,7月22日 13:00
,data_comment,data_relay,data_support,data_text,data_time
0,737,408,1180,置顶 非常感谢大家的鼓励~~画新菜谱的过程中，抽空把以前的也修改了一下，字体改大了，步骤有不合理的都重新画过了，和新的一起发一下。可以点击查看大图，还看不清的话，右上角有个查看原图，清晰度还可以的~ 请多提宝贵的意见和建议~,2014/8/15 9:22
1,275,18,197,"哆啦a梦先吃
机器猫豆沙包，
还有蓝胖胖最爱的铜锣烧~
搭配香蕉，
蓝莓，
咖啡~
周一早呀~~...展开全文c",今天 08:39
2,76,165,202,大家老问我都买的什么天然色粉，统一发一次吧，赤橙黄绿蓝紫黑，全了~~马上又到做各色蛋黄酥的季节了,8月13日 11:21
3,143,1,38,好多人反应上次没看到，所以下周会再团一次，这回不要再错过了,8月11日 16:15
4,198,3,51,这四种颜色大家更喜欢哪个呢，石墨灰、芥末黄、樱桃红还有黑色~~staub珐琅铸铁锅颜色太多，我先选出来了这四种，个人最喜欢石墨灰~,8月11日 15:50
5,206,268,292,"呆萌的龙猫家族豆沙包配方来啦~
精心整理了几个小时
想着赶在周末前写出来~
想说的都在方子里了，
建议仔细看两遍再做~~
这个量有点大，
可以自行调整，...展开全文c",8月11日 09:14
6,342,13,159,"早呀
周四简单食~
蓝天白云戚风蛋糕/
咖啡/
蔬菜沙拉/
山竹/
戚风的蓝色是蝶豆花粉调出来的~...展开全文c",8月10日 09:38
7,329,24,301,"周二早餐~
龙猫家族豆沙包/
煮彩蔬挂面/
搭配香蕉豆奶/
无花果/
#不可辜负的美食# ...展开全文c",8月8日 09:14
8,119,25,165,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",8月7日 08:04
9,357,12,230,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
10,307,373,387,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
11,331,25,226,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
12,520,36,357,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
13,331,15,203,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
14,1522,16,49,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
15,167,13,32,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:05
16,338,347,483,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
17,317,8,170,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
18,303,20,195,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
19,331,15,221,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
20,420,41,329,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
21,155,145,151,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
22,483,11,76,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗��可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
23,293,83,521,那些蔬菜和水果~��,7月11日 12:34
24,470,16,291,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
25,258,10,213,新周早安~~,7月10日 08:27
26,311,389,523,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
27,278,14,202,"(づ●─●)づ (●––●)
早~~
大白枣泥面包/
火龙果思慕雪/
五彩葱油面/
核桃/
今天的蔬菜藏在面里~...展开全文c",7月6日 08:18
28,322,17,208,"早
说好的雨终于下了，
驱走了些许炎热，
太喜欢雨后清晨的清新舒适感了~
夏日里的早餐，
吃的越来越早，
也越来越少...展开全文c",7月4日 08:11
29,403,102,228,"周一早呀~~
香脆芝士馒头/
紫米粥/
咸鸭蛋/
玉米面窝头/
抹茶豆浆/
搭配核桃/...展开全文c",7月3日 08:16
30,436,11,117,大白(●––●)枣泥面包#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月2日 15:02
31,344,7,140,大白(●––●)枣泥面包#慧绘的美丽生活#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 13:06
32,394,1506,1373,"早呀~
黑钻吐司的配方整理好了~
可可味的蛋糕包裹着香软的面包，
一口吃下去，
双重享受~
此配方为2个450g吐司的量，
可以减半操作~...展开全文c",6月30日 08:08
33,212,256,297,"双色蔬菜凉皮配方来了~
炎炎夏日自然要用简易法，
不用洗面，
很快就能吃上的美味~
用高筋粉制作的，
如果家里没有，
用普通中筋粉也可以，...展开全文c",6月29日 08:33
34,343,12,218,"猫宁ing~~

周三早餐
红豆酒酿小圆子，
葱花鸡蛋摊咸食，
还有周末做的黑钻吐司，
搭配杨梅汤，...展开全文c",6月28日 08:24
35,320,22,216,"早安~~
今天吃生煎菠菜饺，
烤蓑衣土豆，
绿豆粥，
搭配杨梅柠檬水，
樱桃~
蓑衣土豆和蓑衣黄瓜切法一样，...展开全文c",6月27日 08:25
36,313,28,157,馒头揉面#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月25日 17:18
37,1663,22,240,黑钻吐司#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月24日 20:01
38,250,32,198,"一晃又周五啦~
一直在下雨，
这种天气实在是适合在家里睡觉呀，
再坚持一天~
早餐做了无油低糖的双色玉米华夫饼，
搭配核桃藕粉，
还有甜糯的黑玉米，...展开全文c",6月23日 08:27
39,237,306,284,"图文版配方整理好了
大理石纹酸奶慕斯~
每个人都可以做出独一无二的纹理~
不喜欢甜的可以不加糖，
直接搅打奶油奶酪就行~
没有朗姆酒也可以不加，
但是没有奶油奶酪不行~~...展开全文c",6月22日 10:19
40,308,19,228,"夏至
早安~
早餐做了三色凉皮，
桂花糯米藕，
酸梅汤，
还有红提做的小兔子~
天气越来越热了，...展开全文c",6月21日 09:21
41,355,155,261,"早安~
早餐/
无油低糖版绿豆糕/
全麦面包/
蔬菜沙拉/
大理石纹慕斯蛋糕/
草莓奶昔/...展开全文c",6月20日 08:23
42,608,4226,4185,"属于夏天的清爽慕斯蛋糕~
大理石纹酸奶慕斯
每切一块都能得到不同的纹理~
不用烤箱就能做,
简单快手~
这次减了糖量，
也没有用饼干＋黄油做底，...展开全文c",6月19日 07:50
43,409,27,215,"早呀~
某一天的下午茶~
大理石纹酸奶慕斯&有爱之岛天然甜酒&铂芳桃红起泡酒~
新尝试的一款切开有惊喜的蛋糕
不用烤箱就能做，
很适合夏天呢~~
比起来其他厚重的甜芝士蛋糕，...展开全文c",6月16日 08:02
,data_comment,data_relay,data_support,data_text,data_time
0,21452,48480,113529,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,590,1423,4273,每日一碗,8月12日 17:36
2,139,328,2959,一碗桃浆喂饱你的耳朵，周末晚安,8月11日 22:17
3,1142,3327,8242,【芋圆仙草冻】每次外面点这个，折腾十几分钟都配不齐自己想吃的那一碗。其实自己在家做也不难，吃到爽 #一日一食一记#,8月11日 20:40
4,6800,19708,32697,"【芋圆仙草冻】夏末初秋最适合吃芋圆
凉凉的但不会太冰，也不会太甜，做起来也很简单，吃完整个人都平静了～
#一日一食一记# L日食记的秒拍视频",8月10日 20:59
5,4937,18647,29776,"【蒜蓉粉丝虾】鲜到连一根粉丝都不会吃剩！只有跟关系真正好的人才能一起吃，满嘴蒜味也不肯停，谁也别嫌弃谁有味
#一日一食一记# L日食记的秒拍视频",8月9日 21:02
6,736,225,19092,"刷着新闻觉得难受的时候，看看酥饼，就会想幸好你是猫。
祈福平安",8月9日 19:50
7,517,1072,4396,晚上热得睡不着，来碗冷汤面吧（出镜@管家的日子 ）,8月7日 22:35
8,7358,20650,47594,"【韩式冷汤面】在面条里下冰块，竟然是这么爽的事？汤水鲜美带一丝酸甜口，面条又冰又滑溜，吃完整个人能降温三度
#一日一食一记# L日食记的秒拍视频",8月7日 20:59
9,1251,7005,11487,"【早餐合集】周末别睡了，早饭多好吃啊 #一日一食一记#
【鸡蛋卷饼】L日食记的秒拍视频
【亲子三明治】O网页链接
【粢饭糕 x 溏心蛋】L日食记的秒拍视频
【爆浆吐司卷】O网页链接",8月4日 21:36
10,4753,18253,41617,"【芒果白雪黑糯米甜甜】就是软糯清甜本人
我女同事们一看到它都跟疯了一样，奶白的碎冰和芒果的微酸渗进黑糯米，可以说是夏日最佳了！
#一日一食一记# L日食记的秒拍视频",8月3日 20:50
11,1696,332,8799,下午茶都吃的啥 #一日一食一记#,8月3日 15:57
12,8936,20323,43403,"【手抓饼】有多好吃？在学校门口买手抓饼，回寝室前必须吃完，要不就得给每个室友都带一个，不然就等着被围攻吧
#一日一食一记# L日食记的秒拍视频
N【日食记x永璞】新品 | 冷萃咖啡液2袋 原创CO...",7月31日 21:09
13,346,1059,4729,恭喜@暴雨中de梧桐 等3名用户获得【现金233】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月31日 14:22
14,224,1015,4646,夏天正需要这个,7月28日 23:26
15,1286,3366,8641,【芝士火鸡面】每次做这个都恨不得自己独吞，最后三张gif是拉丝三连击，别说我没提醒你 #一日一食一记#,7月28日 20:59
16,249,242,1977,恭喜@青争青争早日瘦下来变成静静 等3名用户获得【不粘锅】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 14:20
17,1472,4054,9254,这次视频是我手机拍的，用的VUE app ，其实它刚出我就开始用了，下载戳→O网页链接，加上我的同款贴纸并@日食记 来交作业吧！转发的粉丝中抽三位233元，下周一@微博抽奖平台 开奖,7月27日 21:00
18,4579,13116,17735,"【芝士火鸡面】泡面+芝士+泡菜，这个组合光是看着就知道有多好吃，恨不得整盘独吞。没惊动任何人自己在公司做了一份，所以视频也是我用手机拍的，全是特写，馋不死你
#一日一食一记# L姜老刀的秒拍视频",7月27日 20:37
